torch implementation took 7.080 seconds to generate 1.486 seconds of audio
         3819036 function calls (3747018 primitive calls) in 9.506 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       28    0.000    0.000    0.000    0.000 pathlib.py:658(_parse_args)
      618    0.000    0.000    0.000    0.000 dimensions.py:63(<lambda>)
        1    0.000    0.000    0.000    0.000 ast.py:1(<module>)
        2    0.000    0.000    0.000    0.000 determinant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graph_module.py:319(GraphModule)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
      268    0.000    0.000    0.000    0.000 libmpf.py:322(<genexpr>)
        2    0.000    0.000    0.000    0.000 unicode.py:63(<listcomp>)
       25    0.000    0.000    0.000    0.000 core.py:5368(__init__)
      176    0.000    0.000    0.000    0.000 typing.py:768(__instancecheck__)
        2    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _sources.py:102(make_source_context)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:25(Patch)
        1    0.000    0.000    0.000    0.000 chi2.py:1(<module>)
        4    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _vmap_internals.py:1(<module>)
       35    0.000    0.000    0.000    0.000 core.py:2315(__init__)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sharding.py:1(<module>)
      166    0.000    0.000    0.000    0.000 cm.py:85(__getitem__)
      144    0.000    0.000    0.000    0.000 libmpf.py:850(gmpy_mpf_mul)
      785    0.000    0.000    0.000    0.000 __init__.py:889(<lambda>)
        5    0.000    0.000    0.000    0.000 add.py:635(<lambda>)
        1    0.000    0.000    0.000    0.000 radsimp.py:1(<module>)
     1013    0.000    0.000    0.000    0.000 _docscrape.py:81(is_empty)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2882(NavigationToolbar2)
        3    0.000    0.000    0.000    0.000 api.py:433(_get_cached_btype)
        1    0.000    0.000    0.000    0.000 _named_member_accessor.py:108(NamedMemberAccessor)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 field.py:1(<module>)
  189/175    0.000    0.000    0.000    0.000 typing.py:153(_type_repr)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _sources.py:37(normalize_source_lines)
        1    0.000    0.000    0.000    0.000 _czt.py:3(<module>)
        1    0.000    0.000    0.000    0.000 rendezvous.py:1(<module>)
      618    0.000    0.000    0.000    0.000 dimensions.py:58(<lambda>)
      741    0.000    0.000    0.000    0.000 facts.py:65(_as_pair)
     1027    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     1474    0.000    0.000    0.000    0.000 _docscrape.py:44(__getitem__)
        1    0.000    0.000    0.000    0.000 quant_type.py:1(<module>)
    88/83    0.000    0.000    0.000    0.000 typing.py:701(<listcomp>)
       72    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
       15    0.000    0.000    0.000    0.000 add.py:636(<genexpr>)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:1(<module>)
      111    0.000    0.000    0.000    0.000 <frozen zipimport>:321(_get_module_info)
        1    0.000    0.000    0.000    0.000 contains.py:1(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:200(decorator)
        2    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_comprehension.py:1(<module>)
      663    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:257(LOBPCGAutogradFunction)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lex.py:570(get_all)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 partitions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
     1945    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1024(get_filename)
        8    0.000    0.000    0.000    0.000 _contextlib.py:123(__call__)
        1    0.000    0.000    0.000    0.000 patches.py:4130(FancyArrowPatch)
       36    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        1    0.000    0.000    0.000    0.000 _upfirdn.py:34(<module>)
       85    0.000    0.000    0.000    0.000 core.py:3904(<genexpr>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
       14    0.000    0.000    0.000    0.000 re.py:223(split)
      387    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        1    0.000    0.000    0.000    0.000 _lowrank.py:1(<module>)
      310    0.000    0.000    0.000    0.000 pretty_symbology.py:10(U)
       70    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        1    0.000    0.000    0.000    0.000 matexpr.py:36(MatrixExpr)
        6    0.000    0.000    0.000    0.000 printer.py:356(__init__)
        1    0.000    0.000    0.000    0.000 graph_signature.py:192(ExportGraphSignature)
      514    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
     1945    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:834(create_module)
        2    0.000    0.000    0.000    0.000 api.py:911(__getattr__)
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 conv_fused.py:1(<module>)
       28    0.000    0.000    0.000    0.000 numbers.py:1840(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 repmatrix.py:328(__new__)
        1    0.000    0.000    0.000    0.000 half_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callable.py:173(CollatorIterDataPipe)
      698    0.000    0.000    0.000    0.000 ast.py:210(iter_fields)
       32    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
       15    0.000    0.000    0.000    0.000 pathlib.py:678(_from_parts)
      427    0.000    0.000    0.000    0.000 {built-in method gmpy2.gmpy2._mpmath_normalize}
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:734(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 lex.py:663(get_rules)
        1    0.000    0.000    0.000    0.000 repmatrix.py:331(_new)
       97    0.000    0.000    0.000    0.000 numbers.py:2078(_as_mpf_val)
        2    0.000    0.000    0.000    0.000 api.py:900(make_accessor)
       39    0.000    0.000    0.000    0.000 sym_node.py:931(_make_node_magic)
        1    0.000    0.000    0.000    0.000 _sources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 passthrough.py:2(<module>)
      790    0.000    0.000    0.000    0.000 containers.py:61(<genexpr>)
       64    0.000    0.000    0.000    0.000 numeric.py:76(zeros_like)
        1    0.000    0.000    0.000    0.000 _internal.py:37(LogRegistry)
        1    0.000    0.000    0.000    0.000 pythonfinitefield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trace.py:595(ignore_lib_warnings)
     1809    0.000    0.000    0.000    0.000 power.py:387(base)
    92/84    0.000    0.000    0.000    0.000 dimensions.py:86(get_quantity_scale_factor)
        1    0.000    0.000    0.000    0.000 functional_call.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:3592(PolygonSelector)
        1    0.000    0.000    0.000    0.000 _interpolative_backend.py:30(<module>)
        1    0.000    0.000    0.000    0.000 solveset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats.py:1(<module>)
       46    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.000    0.000 collect_env.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:29(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:2181(SpanSelector)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _lbfgsb_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4473(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 facts.py:213(rules_2prereq)
       80    0.000    0.000    0.000    0.000 dataclasses.py:610(_is_type)
       89    0.000    0.000    0.000    0.000 c_parser.py:1155(p_xxx_declarator_2)
        4    0.000    0.000    0.000    0.000 iterative.py:120(combine)
      367    0.000    0.000    0.000    0.000 permutations.py:1378(<listcomp>)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
       34    0.000    0.000    0.000    0.000 cparser.py:488(_declare_function)
        1    0.000    0.000    0.000    0.000 compatibility.py:1(<module>)
       41    0.000    0.000    0.000    0.000 decorators.py:98(priority_decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:546(matplotlib_fname)
      931    0.000    0.000    0.000    0.000 utils.py:56(<genexpr>)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:1(<module>)
      102    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
        1    0.000    0.000    0.000    0.000 str.py:1(<module>)
      174    0.000    0.000    0.000    0.000 dimensions.py:288(parse_dim)
      618    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
      618    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        3    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _kde.py:21(<module>)
      238    0.000    0.000    0.000    0.000 iterables.py:2956(is_sequence)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plyparser.py:86(template)
      402    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       44    0.000    0.000    0.000    0.000 c_parser.py:1227(p_direct_xxx_declarator_6)
        1    0.000    0.000    0.000    0.000 gmpyfinitefield.py:1(<module>)
       29    0.000    0.000    0.000    0.000 pathlib.py:532(_select_from)
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
        1    0.000    0.000    0.000    0.000 nonhomogeneous.py:1(<module>)
        3    0.000    0.000    0.000    0.000 functions.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numbers.py:738(__mul__)
       26    0.000    0.000    0.000    0.000 _sources.py:87(__init__)
       14    0.000    0.000    0.000    0.000 pathlib.py:1039(__new__)
        1    0.000    0.000    0.000    0.000 dlpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        4    0.000    0.000    0.000    0.000 numbers.py:1973(factors)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:1(<module>)
      506    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 const_fold.py:1(<module>)
        1    0.000    0.000    0.000    0.000 galoistools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wrapper.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
        3    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numpy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cparser.py:255(_common_type_names)
      206    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        1    0.000    0.000    0.000    0.000 tempfile.py:279(gettempdir)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:1(<module>)
       36    0.000    0.000    0.000    0.000 rcsetup.py:714(<genexpr>)
        1    0.000    0.000    0.000    0.000 helpers.py:14(delimited_list)
        1    0.000    0.000    0.000    0.000 parametrize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _script.py:931(_get_methods)
      322    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 _lazy_graph_module.py:1(<module>)
        8    0.000    0.000    0.000    0.000 functools.py:837(register)
        1    0.000    0.000    0.000    0.000 filelister.py:1(<module>)
      166    0.000    0.000    0.000    0.000 colors.py:943(copy)
        1    0.000    0.000    0.000    0.000 pythonrational.py:1(<module>)
      145    0.000    0.000    0.000    0.000 numbers.py:3867(__hash__)
      267    0.000    0.000    0.000    0.000 libmpf.py:291(from_man_exp)
      100    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(copyto)
        3    0.000    0.000    0.000    0.000 grad_scaler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transpose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:177(_get_default_tempdir)
       39    0.000    0.000    0.000    0.000 evalf.py:1462(evalf)
      230    0.000    0.000    0.000    0.000 _docscrape.py:87(is_unindented)
        1    0.000    0.000    0.000    0.000 residue_ntheory.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:932(__or__)
       52    0.000    0.000    0.000    0.000 core.py:887(__init__)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graph_manipulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3846(FancyBboxPatch)
       48    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 integerring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 visualization.py:1(<module>)
        4    0.000    0.000    0.000    0.000 factor_.py:1459(factorrat)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
     2064    0.000    0.000    0.000    0.000 basic.py:162(_hashable_content)
       79    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
      131    0.000    0.000    0.000    0.000 core.py:1915(__eq__)
        1    0.000    0.000    0.000    0.000 _cobyla_py.py:1(<module>)
        2    0.000    0.000    0.000    0.000 operations.py:603(register_handlerclass)
       31    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 _decorator.py:1(<module>)
       52    0.000    0.000    0.000    0.000 power.py:821(_eval_is_composite)
        1    0.000    0.000    0.000    0.000 _odepack_py.py:3(<module>)
      538    0.000    0.000    0.000    0.000 rcsetup.py:180(validator)
      167    0.000    0.000    0.000    0.000 decorator.py:176(public)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1263(<dictcomp>)
        5    0.000    0.000    0.000    0.000 perm_groups.py:146(<listcomp>)
        1    0.000    0.000    0.000    0.000 container.py:43(Sequential)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:722(copy)
        1    0.000    0.000    0.000    0.000 patches.py:2272(BoxStyle)
       76    0.000    0.000    0.000    0.000 numbers.py:2084(__new__)
       14    0.000    0.000    0.000    0.000 core.py:8149(__init__)
      276    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      252    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      179    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:566(_module_repr_from_spec)
        1    0.000    0.000    0.000    0.000 evalf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1238(__iter__)
       18    0.000    0.000    0.000    0.000 cycler.py:415(cycler)
    85/66    0.000    0.000    0.000    0.000 expr.py:408(is_number)
        1    0.000    0.000    0.000    0.000 _arrays.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickletools.py:2224(assure_pickle_consistency)
        1    0.000    0.000    0.000    0.000 __init__.py:2359(_make_var_reduction_prim)
        1    0.000    0.000    0.000    0.000 text.py:108(Text)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1225(_recalculate)
        1    0.000    0.000    0.000    0.000 meijerint.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:567(gen_candidates)
        1    0.000    0.000    0.000    0.000 polynomialring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral_py.py:1(<module>)
       23    0.000    0.000    0.000    0.000 core.py:4948(__init__)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 model.py:326(ScalarType)
       34    0.000    0.000    0.000    0.000 utils.py:118(__init__)
       26    0.000    0.000    0.000    0.000 _mangling.py:44(is_mangled)
       31    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
       17    0.000    0.000    0.000    0.000 _internal.py:804(_setup_handlers)
        1    0.000    0.000    0.000    0.000 lex.py:34(<module>)
      176    0.000    0.000    0.000    0.000 typing.py:771(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 _slsqp_py.py:1(<module>)
     1019    0.000    0.000    0.000    0.000 permutations.py:1058(array_form)
      176    0.000    0.000    0.000    0.000 plyparser.py:42(optrule)
      126    0.000    0.000    0.000    0.000 colors.py:957(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gammasimp.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:349(deco)
        1    0.000    0.000    0.000    0.000 tensor_can.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cxx_pytree.py:1(<module>)
      9/3    0.000    0.000    0.000    0.000 model.py:56(get_cached_btype)
        1    0.000    0.000    0.000    0.000 conditionset.py:1(<module>)
      345    0.000    0.000    0.000    0.000 traversal.py:8(iterargs)
        2    0.000    0.000    0.000    0.000 fused.py:1(<module>)
       29    0.000    0.000    0.000    0.000 __init__.py:85(<listcomp>)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
       42    0.000    0.000    0.000    0.000 core.py:287(wrapper)
        1    0.000    0.000    0.000    0.000 trace.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1760(__init__)
        1    0.000    0.000    0.000    0.000 selecting.py:1(<module>)
      837    0.000    0.000    0.000    0.000 {built-in method sys.intern}
     2502    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 importtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:43(TensorPipeRpcBackendOptions)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
       11    0.000    0.000    0.000    0.000 numbers.py:1431(__gt__)
      316    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
     1623    0.000    0.000    0.000    0.000 permutations.py:455(<genexpr>)
      147    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1148(__init__)
       14    0.000    0.000    0.000    0.000 core.py:8154(getdoc)
        1    0.000    0.000    0.000    0.000 quaternion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kronecker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
       22    0.000    0.000    0.000    0.000 __init__.py:862(__init__)
        1    0.000    0.000    0.000    0.000 _foreach_utils.py:1(<module>)
        8    0.000    0.000    0.000    0.000 factor_.py:1011(factorint)
        1    0.000    0.000    0.000    0.000 interval_arithmetic.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pyio.py:41(open)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2499(__init__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:419(_populate)
        3    0.000    0.000    0.000    0.000 facts.py:289(split_alpha_beta)
        1    0.000    0.000    0.000    0.000 conventions.py:1(<module>)
       95    0.000    0.000    0.000    0.000 permutations.py:2045(is_identity)
        1    0.000    0.000    0.000    0.000 patches.py:3087(ArrowStyle)
        1    0.000    0.000    0.000    0.000 doccer.py:205(filldoc)
  151/141    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      174    0.000    0.000    0.000    0.000 c_parser.py:868(p_type_specifier)
      166    0.000    0.000    0.000    0.000 colors.py:761(__copy__)
        1    0.000    0.000    0.000    0.000 rrule.py:2(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:231(unindent_dict)
       12    0.000    0.000    0.000    0.000 core.py:5585(__init__)
       32    0.000    0.000    0.000    0.000 arraypad.py:454(_as_pairs)
        1    0.000    0.000    0.000    0.000 {built-in method torch.zeros}
        3    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
        1    0.000    0.000    0.000    0.000 _linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalforms.py:1(<module>)
       16    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        1    0.000    0.000    0.000    0.000 _hook_iterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1(<module>)
       37    0.000    0.000    0.000    0.000 decorators.py:202(make_wrapped)
        1    0.000    0.000    0.000    0.000 semi_structured.py:35(SparseSemiStructuredTensor)
       26    0.000    0.000    0.000    0.000 artist.py:24(allow_rasterization)
        1    0.000    0.000    0.000    0.000 util.py:2(<module>)
        9    0.000    0.000    0.000    0.000 _docscrape.py:276(_parse_see_also)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
     1534    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       10    0.000    0.000    0.000    0.000 types.py:69(new_class)
        1    0.000    0.000    0.000    0.000 _flinalg_py.py:5(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1261(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:510(get_configdir)
        1    0.000    0.000    0.000    0.000 flatten.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doctest.py:1128(DocTestRunner)
       18    0.000    0.000    0.000    0.000 cycler.py:474(_cycler)
        1    0.000    0.000    0.000    0.000 logger.py:8(<module>)
        6    0.000    0.000    0.000    0.000 _ops.py:248(__init__)
        1    0.000    0.000    0.000    0.000 common.py:422(<listcomp>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fuser_method_mappings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
       33    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        1    0.000    0.000    0.000    0.000 summations.py:40(Sum)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       43    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
      310    0.000    0.000    0.000    0.000 {built-in method unicodedata.lookup}
       14    0.000    0.000    0.000    0.000 doccer.py:239(unindent_string)
       51    0.000    0.000    0.000    0.000 power.py:789(_eval_is_odd)
       38    0.000    0.000    0.000    0.000 core.py:2981(_generateDefaultName)
      276    0.000    0.000    0.000    0.000 _distn_infrastructure.py:793(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:450(DebugActions)
       52    0.000    0.000    0.000    0.000 power.py:814(_eval_is_prime)
        1    0.000    0.000    0.000    0.000 _comparison.py:311(Pair)
        1    0.000    0.000    0.000    0.000 container.py:408(ModuleDict)
        1    0.000    0.000    0.000    0.000 package_exporter.py:182(PackageExporter)
        1    0.000    0.000    0.000    0.000 funcmatrix.py:1(<module>)
      486    0.000    0.000    0.000    0.000 yacc.py:257(lineno)
        1    0.000    0.000    0.000    0.000 results.py:2(<module>)
        1    0.000    0.000    0.000    0.000 detect.py:8(<module>)
        1    0.000    0.000    0.000    0.000 rl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 param_fetch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 join.py:106(Join)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
       32    0.000    0.000    0.000    0.000 __init__.py:625(__init__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:165(_extend_dict)
        1    0.000    0.000    0.000    0.000 conflict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 importer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:42(Expr)
        7    0.000    0.000    0.000    0.000 {built-in method torch.from_numpy}
      111    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
       16    0.000    0.000    0.000    0.000 getlimits.py:458(__new__)
        1    0.000    0.000    0.000    0.000 _max_len_seq.py:4(<module>)
       44    0.000    0.000    0.000    0.000 model.py:235(as_function_pointer)
        1    0.000    0.000    0.000    0.000 patches.py:1260(Arrow)
      238    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 adjoint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:905(<dictcomp>)
      743    0.000    0.000    0.000    0.000 boolalg.py:460(<lambda>)
        2    0.000    0.000    0.000    0.000 kind.py:287(_)
        1    0.000    0.000    0.000    0.000 _comparison.py:30(ErrorMeta)
       10    0.000    0.000    0.000    0.000 version.py:43(parse)
        1    0.000    0.000    0.000    0.000 patches.py:1316(FancyArrow)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1239(BackendIndex)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:445(_World)
        1    0.000    0.000    0.000    0.000 package_importer.py:47(PackageImporter)
      402    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
       20    0.000    0.000    0.000    0.000 colors.py:1179(reversed)
      470    0.000    0.000    0.000    0.000 yacc.py:254(__len__)
       95    0.000    0.000    0.000    0.000 permutations.py:2049(is_Identity)
      321    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
      367    0.000    0.000    0.000    0.000 permutations.py:380(<listcomp>)
        7    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
       40    0.000    0.000    0.000    0.000 colors.py:1139(__init__)
       19    0.000    0.000    0.000    0.000 c_parser.py:1127(p_enumerator)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_registration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:53(Axis)
        1    0.000    0.000    0.000    0.000 plane.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:127(FileManager)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:1(<module>)
      751    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
      238    0.000    0.000    0.000    0.000 dataclasses.py:351(<listcomp>)
       17    0.000    0.000    0.000    0.000 ctx_iv.py:407(_mpq)
      614    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
        8    0.000    0.000    0.000    0.000 numbers.py:2408(_eval_is_composite)
        1    0.000    0.000    0.000    0.000 _builtins.py:1(<module>)
       10    0.000    0.000    0.000    0.000 version.py:183(__init__)
      257    0.000    0.000    0.000    0.000 cparser.py:576(_extract_quals)
      360    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      140    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 companion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _direct_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:609(Axis)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        4    0.000    0.000    0.000    0.000 factor_.py:400(perfect_power)
        1    0.000    0.000    0.000    0.000 graph.py:44(Node)
       19    0.000    0.000    0.000    0.000 c_parser.py:1827(p_constant_1)
